anchor,positive,negative,anchor,positive,negative,anchor,positive,negative,anchor,positive,negative,anchor,positive,negative
108906,126215,125314,Instrumental,Instrumental,International,19143,19078,18951,18673,19461,639,[1235],"[18, 1235]",[2]
120325,119831,56460,Instrumental,Instrumental,Pop,18328,18287,10435,20205,19472,9454,[1235],[1235],"[10, 76, 362]"
120774,122633,107047,Instrumental,Instrumental,Pop,18373,18566,16675,20273,20521,18725,"[18, 1235]","[18, 1235]",[10]
124175,126416,143214,Instrumental,Instrumental,Rock,18776,19106,21489,19692,19461,22790,"[18, 1235]","[18, 1235]","[66, 12, 98]"
110648,75436,83954,Instrumental,Instrumental,Experimental,17131,13251,14171,19096,3951,16228,[1235],"[107, 18, 1235]","[32, 38]"
141296,138018,59708,Instrumental,Instrumental,International,21242,20743,10962,22551,22217,12860,"[107, 18, 1235]","[18, 1235]",[2]
116098,133535,98681,Instrumental,Instrumental,International,17873,20069,15968,19461,21616,6345,"[18, 1235]","[107, 18, 1235]","[2, 118]"
81792,95452,111982,Instrumental,Instrumental,Rock,13939,15574,17286,7168,17545,13052,"[18, 1235]",[1235],"[71, 12, 45, 53, 25]"
117614,75431,75396,Instrumental,Instrumental,Hip-Hop,18055,13251,13248,19461,3951,12271,"[18, 1235]","[107, 18, 1235]","[539, 21]"
149143,133447,64252,Instrumental,Instrumental,Experimental,19180,20057,11583,19461,21803,13445,"[18, 1235]","[18, 1235]","[1, 38]"
111994,54152,13748,Instrumental,Instrumental,Hip-Hop,17291,10127,3230,19213,11944,3771,"[107, 1235]","[18, 1235]",[21]
113790,120330,38911,Instrumental,Instrumental,Experimental,17537,18328,7762,19432,20205,9279,"[107, 1235]",[1235],"[38, 125, 30]"
145475,120307,25802,Instrumental,Instrumental,International,21737,18328,5597,19472,20205,6593,[1235],[1235],"[2, 79]"
128813,131982,60865,Instrumental,Instrumental,International,19427,19880,11136,19461,21628,11103,"[18, 1235]","[107, 1235]","[2, 118]"
121474,95727,57938,Instrumental,Instrumental,Experimental,18437,15602,10700,20315,6074,12570,"[107, 18, 1235]",[1235],"[16, 38, 763, 6]"
124872,133968,74378,Instrumental,Instrumental,Experimental,18867,20124,13141,20760,21858,15120,"[18, 1235]","[18, 1235]","[16, 38, 763, 6]"
107532,121651,146153,Instrumental,Instrumental,Hip-Hop,16743,18457,21837,18775,11939,23260,"[107, 1235]","[107, 18, 1235]",[21]
125814,126214,71246,Instrumental,Instrumental,Hip-Hop,19028,19078,12639,19461,19461,14544,"[18, 1235]","[18, 1235]","[100, 21]"
128816,116175,129052,Instrumental,Instrumental,Pop,19428,17885,19465,13830,19472,21268,"[18, 1235]",[1235],"[10, 76]"
111223,145189,121316,Instrumental,Instrumental,Hip-Hop,17195,21672,18416,15547,23144,20304,"[107, 18, 1235]","[18, 1235]","[811, 539, 100, 21]"
126182,109191,59823,Instrumental,Instrumental,Experimental,19064,16946,10978,20971,18984,8995,"[18, 1235]","[107, 1235]","[224, 38]"
20376,127519,75785,Instrumental,Instrumental,Rock,4598,19282,13290,129,19472,15310,"[18, 1235]",[1235],[12]
120771,108883,114884,Instrumental,Instrumental,International,18373,16902,17711,20273,10469,6345,"[18, 1235]","[18, 1235]","[2, 118]"
108024,113790,83790,Instrumental,Instrumental,Rock,16811,17537,14152,2008,19432,16205,"[267, 107, 1235]","[107, 1235]","[101, 12, 109, 25, 31]"
87106,87107,143097,Instrumental,Instrumental,Rock,14647,14647,21467,16682,16682,12802,"[18, 1235]","[18, 1235]","[25, 12, 85, 404]"
148114,129189,112486,Instrumental,Instrumental,Hip-Hop,22086,19487,17355,23539,19461,16031,"[18, 1235]","[18, 1235]",[21]
81660,138022,127299,Instrumental,Instrumental,Pop,13930,20743,19245,7168,22217,21081,"[18, 1235]","[18, 1235]",[10]
134443,116758,114409,Instrumental,Instrumental,Rock,20189,17962,17631,21803,18876,19498,"[107, 18, 1235]","[18, 1235]","[26, 12]"
45389,126231,87191,Instrumental,Instrumental,Pop,8832,19079,14663,10458,19461,16692,"[107, 1235]","[18, 1235]",[10]
103522,131925,74959,Instrumental,Instrumental,Experimental,16291,19869,13209,18286,21616,15220,"[18, 1235]","[107, 18, 1235]","[38, 47]"
81586,131922,89814,Instrumental,Instrumental,Electronic,13921,19869,14961,7168,21616,16893,"[18, 1235]","[107, 18, 1235]","[296, 181, 15]"
81600,126187,129049,Instrumental,Instrumental,Pop,13923,19064,19465,7168,20971,21268,"[18, 1235]","[18, 1235]","[10, 76]"
108878,119830,127299,Instrumental,Instrumental,Pop,16902,18287,19245,10469,19472,21081,"[18, 1235]",[1235],[10]
114072,118950,134388,Instrumental,Instrumental,Pop,17589,18211,20183,19461,20112,19498,[1235],"[18, 1235]",[10]
150267,134795,51158,Instrumental,Instrumental,Experimental,22402,20232,9648,23212,18834,11461,"[107, 18, 1235]","[267, 1235]","[224, 38]"
122646,116098,105412,Instrumental,Instrumental,Electronic,18567,17873,16469,20108,19461,15990,"[18, 1235]","[18, 1235]","[337, 15, 695, 183]"
120299,120304,54433,Instrumental,Instrumental,International,18328,18328,10186,20205,20205,11988,[1235],[1235],"[2, 79]"
90530,119896,58161,Instrumental,Instrumental,Pop,15010,18298,10743,16986,19461,11383,"[267, 107, 1235]","[18, 1235]","[362, 10]"
133567,141289,116586,Instrumental,Instrumental,Experimental,20069,21242,17914,21616,22551,9289,"[107, 18, 1235]","[107, 18, 1235]","[1, 125, 38]"
122645,97283,11671,Instrumental,Instrumental,International,18567,14876,2870,20108,13255,2795,"[18, 1235]",[1235],"[2, 46]"
87099,130934,91160,Instrumental,Instrumental,Pop,14647,19716,15101,16682,19461,13391,"[18, 1235]","[18, 1235]","[362, 10]"
123468,120326,4098,Instrumental,Instrumental,International,18674,18328,1678,19283,20205,1140,"[18, 1235]",[1235],"[2, 117, 118, 130]"
120332,52448,73519,Instrumental,Instrumental,Rock,18328,9838,13012,20205,11662,14958,[1235],"[18, 1235]","[25, 12, 109]"
75442,14579,126520,Instrumental,Instrumental,Experimental,13251,3371,19119,3951,129,10012,"[107, 18, 1235]","[18, 1235]","[1, 125, 38]"
116099,122632,75935,Instrumental,Instrumental,Hip-Hop,17873,18566,13303,19461,20521,15323,"[18, 1235]","[18, 1235]","[811, 21]"
130991,131980,68842,Instrumental,Instrumental,Folk,19727,19880,12285,19461,21628,14026,"[18, 1235]","[107, 1235]",[17]
106502,132567,48454,Instrumental,Instrumental,Pop,19142,19963,9279,18673,13228,7337,"[107, 1235]","[18, 1235]","[362, 10]"
133975,62180,44952,Instrumental,Instrumental,International,20124,7983,8728,21858,9462,10385,"[18, 1235]","[107, 1235]","[808, 2, 46]"
82929,137169,134385,Instrumental,Instrumental,Pop,14061,20595,20183,13830,17524,19498,"[18, 1235]","[267, 1235]",[10]
142641,81782,28548,Instrumental,Instrumental,Electronic,21337,13939,6141,21803,7168,7171,"[107, 18, 1235]","[18, 1235]",[15]
106629,143305,115930,Instrumental,Instrumental,Folk,16611,21506,17825,18680,22795,19714,"[107, 1235]","[18, 1235]",[17]
126319,125820,19891,Instrumental,Instrumental,International,19089,19029,4519,20987,19461,5282,"[107, 1235]","[18, 1235]","[2, 79]"
122647,127497,119922,Instrumental,Instrumental,Rock,18567,19279,13316,20108,19461,13523,"[18, 1235]","[18, 1235]","[88, 66, 12, 85]"
92953,139491,108504,Instrumental,Instrumental,Rock,15344,20983,16875,17278,15220,18884,"[107, 18, 1235]","[107, 1235]","[25, 26, 12, 109]"
82157,128813,38888,Instrumental,Instrumental,Experimental,13968,19427,7762,2631,19461,9279,"[107, 18, 1235]","[18, 1235]","[38, 125, 30]"
126181,81782,107913,Instrumental,Instrumental,Electronic,19064,13939,16791,20971,7168,17927,"[18, 1235]","[18, 1235]","[400, 42, 182, 15]"
120504,131837,54064,Instrumental,Instrumental,Folk,18343,19143,10115,20208,18673,5300,[1235],[1235],[17]
121663,130931,62446,Instrumental,Instrumental,Pop,18457,19716,11372,11939,19461,13262,"[107, 18, 1235]","[18, 1235]",[10]
126234,126584,107426,Instrumental,Instrumental,Electronic,19079,19131,16727,19461,21020,18761,"[18, 1235]","[267, 1235]","[240, 297, 182, 15]"
125814,139772,26638,Instrumental,Instrumental,Rock,19028,21032,5793,19461,22389,6742,"[18, 1235]","[18, 1235]","[404, 58, 12, 85]"
131986,133544,71884,Instrumental,Instrumental,Experimental,19880,20069,12738,21628,21616,14642,"[107, 1235]","[107, 18, 1235]","[38, 47]"
126218,127209,67707,Instrumental,Instrumental,Experimental,19078,19229,12123,19461,21071,8008,"[18, 1235]","[267, 1235]","[41, 38]"
138026,146020,139990,Instrumental,Instrumental,Electronic,20743,21824,21068,22217,23246,21345,"[18, 1235]","[18, 1235]","[337, 182, 15]"
14571,114077,136404,Instrumental,Instrumental,Rock,3371,17589,20488,129,19461,22051,"[18, 1235]",[1235],"[25, 12, 31]"
133681,115289,57273,Instrumental,Instrumental,Experimental,20084,17756,10565,19472,19472,12158,[1235],[1235],"[456, 514, 38]"
120313,117610,92535,Instrumental,Instrumental,Folk,18328,18055,15310,20205,19461,17233,[1235],"[18, 1235]","[17, 103]"
148121,142094,83789,Instrumental,Instrumental,Rock,22086,21337,14152,23539,21803,16205,"[18, 1235]","[107, 18, 1235]","[101, 12, 109, 25, 31]"
75442,116490,15094,Instrumental,Instrumental,Experimental,13251,17932,3502,3951,19461,4193,"[107, 18, 1235]","[18, 1235]","[41, 38]"
93920,116869,13540,Instrumental,Instrumental,International,15433,17974,3192,13262,19461,3683,"[107, 1235]","[18, 1235]","[2, 92, 214]"
138021,133444,1735,Instrumental,Instrumental,Experimental,20743,20057,449,22217,21803,288,"[18, 1235]","[18, 1235]",[38]
116871,123487,106567,Instrumental,Instrumental,Rock,17974,18676,16604,19461,20655,18269,"[18, 1235]","[18, 1235]","[404, 314, 12, 85]"
121666,125823,81084,Instrumental,Instrumental,Folk,18457,19030,13865,11939,19461,15865,"[107, 18, 1235]","[18, 1235]","[33, 17]"
120316,126884,114413,Instrumental,Instrumental,Rock,18328,19180,17631,20205,19461,19498,[1235],"[18, 1235]","[26, 12]"
116489,127036,127269,Instrumental,Instrumental,Pop,17932,19203,19242,19461,21060,21077,"[18, 1235]","[107, 1235]",[10]
116733,146017,91163,Instrumental,Instrumental,Pop,17958,21824,15101,19461,23246,13391,"[18, 1235]","[18, 1235]","[362, 10]"
128812,126181,62184,Instrumental,Instrumental,International,19427,19064,11285,19461,20971,13215,"[18, 1235]","[18, 1235]","[81, 2, 92]"
133432,130991,74347,Instrumental,Instrumental,Experimental,20056,19727,7991,21803,19461,9472,"[18, 1235]","[18, 1235]","[1, 38]"
120307,108476,122799,Instrumental,Instrumental,Pop,18328,16870,18584,20205,18876,20544,[1235],"[18, 1235]","[10, 76]"
121472,123485,145728,Instrumental,Instrumental,Hip-Hop,18437,18676,21773,20315,20655,13450,"[107, 18, 1235]","[18, 1235]",[21]
148113,118061,29747,Instrumental,Instrumental,Experimental,22086,18110,6350,23539,19461,7409,"[18, 1235]","[18, 1235]","[38, 360, 6]"
120769,120332,44799,Instrumental,Instrumental,Experimental,18373,18328,8698,20273,20205,10355,"[18, 1235]",[1235],"[360, 38, 6]"
141284,124872,49848,Instrumental,Instrumental,Folk,21242,18867,9464,22551,20760,11299,"[107, 18, 1235]","[18, 1235]",[17]
116466,112978,48446,Instrumental,Instrumental,Pop,17931,17414,9279,19461,6074,7337,"[18, 1235]",[1235],"[362, 10]"
126409,142094,129883,Instrumental,Instrumental,International,19105,21337,19574,19461,21803,21420,"[18, 1235]","[107, 18, 1235]","[2, 79]"
128815,81523,84484,Instrumental,Instrumental,Electronic,19427,13915,14269,19461,7168,15307,"[18, 1235]","[18, 1235]","[297, 491, 468, 15]"
114534,143941,70207,Instrumental,Instrumental,Hip-Hop,17647,21337,12474,19461,21803,14363,"[18, 1235]","[107, 18, 1235]","[539, 21]"
37141,115769,54874,Instrumental,Instrumental,Electronic,7503,17802,10253,8894,19692,12053,"[18, 1235]","[18, 1235]","[236, 181, 15]"
112975,115775,149102,Instrumental,Instrumental,Pop,17414,17802,22214,6074,19692,23648,[1235],"[18, 1235]","[362, 10]"
122646,116735,47199,Instrumental,Instrumental,Experimental,18567,17958,9034,20108,19461,7050,"[18, 1235]","[18, 1235]",[38]
82157,117160,1278,Instrumental,Instrumental,Experimental,13968,18001,339,2631,19461,222,"[107, 18, 1235]","[18, 1235]","[38, 22]"
123467,133444,35184,Instrumental,Instrumental,Pop,18674,20057,7235,19283,21803,3222,"[18, 1235]","[18, 1235]","[10, 362]"
112209,116735,131448,Instrumental,Instrumental,Pop,17325,17958,19796,12654,19461,21568,"[107, 1235]","[18, 1235]",[10]
133537,111221,24431,Instrumental,Instrumental,Hip-Hop,20069,17195,5347,21616,15547,6274,"[107, 18, 1235]","[107, 18, 1235]",[21]
75438,134453,21996,Instrumental,Instrumental,Pop,13251,20189,4869,3951,21803,5828,"[107, 18, 1235]","[107, 18, 1235]","[10, 76]"
142641,121652,148605,Instrumental,Instrumental,Folk,21337,18457,22157,21803,11939,23604,"[107, 18, 1235]","[107, 18, 1235]",[17]
117172,120515,110982,Instrumental,Instrumental,Rock,18003,18356,17168,19461,19125,19115,"[18, 1235]",[1235],"[26, 12, 98]"
108025,120312,123933,Instrumental,Instrumental,Electronic,16811,18328,18748,2008,20205,20706,"[267, 107, 1235]",[1235],"[183, 468, 15]"
108476,145777,70301,Instrumental,Instrumental,Electronic,16870,21780,12499,18876,19472,14373,"[18, 1235]",[1235],"[495, 400, 15, 182, 286]"
141297,126589,13596,Instrumental,Instrumental,Rock,21242,19131,3199,22551,21020,3721,"[107, 18, 1235]","[267, 1235]",[12]
133551,103523,73767,Instrumental,Instrumental,International,20069,16291,13057,21616,18286,14996,"[107, 18, 1235]","[18, 1235]","[130, 2]"
131983,92951,46079,Instrumental,Instrumental,Experimental,19880,15344,8881,21628,17278,2423,"[107, 1235]","[107, 18, 1235]",[38]
148114,62180,40683,Instrumental,Instrumental,Electronic,22086,7983,7915,23539,9462,8403,"[18, 1235]","[107, 1235]",[15]
119898,133456,73675,Instrumental,Instrumental,Folk,18299,20057,13048,19461,21803,5881,"[18, 1235]","[18, 1235]",[17]
133972,106502,98623,Instrumental,Instrumental,Hip-Hop,20124,19142,15953,21858,18673,17784,"[18, 1235]","[107, 1235]","[539, 21]"
108471,118060,4846,Instrumental,Instrumental,International,16870,18110,985,18876,19461,911,"[18, 1235]","[18, 1235]","[2, 102]"
121665,145457,59720,Instrumental,Instrumental,International,18457,21733,10964,11939,19472,6344,"[107, 18, 1235]",[1235],[2]
125617,142097,137424,Instrumental,Instrumental,Rock,18985,21337,20639,19461,21803,22156,"[18, 1235]","[107, 18, 1235]","[25, 66, 12, 111]"
143299,118954,148216,Instrumental,Instrumental,Folk,21506,18211,22097,22795,20112,22428,"[18, 1235]","[18, 1235]","[33, 17, 103]"
125659,114073,110546,Instrumental,Instrumental,Rock,18995,17589,17119,19461,19461,19091,"[18, 1235]",[1235],"[25, 12, 109]"
126720,62007,127062,Instrumental,Instrumental,Folk,19151,11258,19206,19461,13198,15216,"[18, 1235]","[18, 1235]",[17]
133580,120314,48453,Instrumental,Instrumental,Pop,20069,18328,9279,21616,20205,11093,"[107, 18, 1235]",[1235],"[362, 10]"
86039,126214,108421,Instrumental,Instrumental,Electronic,14503,19078,16862,16532,19461,18761,"[18, 1235]","[18, 1235]","[181, 182, 15]"
120332,122644,106277,Instrumental,Instrumental,Rock,18328,18567,16561,20205,20108,18641,[1235],"[18, 1235]","[89, 66, 12, 25]"
134793,133978,133276,Instrumental,Instrumental,Rock,20232,20124,20043,18834,21858,21772,"[267, 1235]","[18, 1235]","[26, 12]"
114006,120776,27258,Instrumental,Instrumental,Folk,17576,18373,5888,19125,20273,1109,[1235],"[18, 1235]","[17, 180, 33]"
54158,108023,55123,Instrumental,Instrumental,Hip-Hop,10127,16811,10278,11944,2008,12085,"[18, 1235]","[267, 107, 1235]","[811, 539, 580, 21]"
54152,118063,85308,Instrumental,Instrumental,Pop,10127,18110,14388,11944,19461,3222,"[18, 1235]","[18, 1235]","[10, 362]"
143309,92951,54467,Instrumental,Instrumental,International,21506,15344,10191,22795,17278,11989,"[18, 1235]","[107, 18, 1235]","[2, 79]"
87107,81988,105664,Instrumental,Instrumental,Electronic,14647,13960,16505,16682,7168,17892,"[18, 1235]","[18, 1235]","[400, 182, 286, 15]"
125818,120332,97691,Instrumental,Instrumental,Hip-Hop,19029,18328,15824,19461,20205,12207,"[18, 1235]",[1235],"[539, 100, 21]"
123764,148130,112785,Instrumental,Instrumental,Experimental,18727,22086,17387,20678,23539,19268,[1235],"[18, 1235]","[32, 38]"
129190,95726,19422,Instrumental,Instrumental,Pop,19487,15602,4411,19461,6074,5202,"[18, 1235]",[1235],"[10, 76]"
145458,125812,27613,Instrumental,Instrumental,International,21733,19028,5973,19472,19461,6969,[1235],"[18, 1235]","[2, 130, 232, 619, 504]"
137175,127499,142565,Instrumental,Instrumental,International,20595,19279,21404,17524,19461,22684,"[267, 1235]","[18, 1235]","[2, 79]"
108478,133435,88868,Instrumental,Instrumental,Folk,16870,20056,5114,18876,21803,3228,"[18, 1235]","[18, 1235]",[17]
137175,120514,26013,Instrumental,Instrumental,Hip-Hop,20595,18356,4918,17524,19125,4454,"[267, 1235]",[1235],[21]
119899,116101,6394,Instrumental,Instrumental,International,18299,17873,1980,19461,19461,1832,"[18, 1235]","[18, 1235]","[2, 118]"
132567,76363,35608,Instrumental,Instrumental,Pop,19963,13352,7329,13228,12351,8619,"[18, 1235]",[1235],[10]
133574,52449,129398,Instrumental,Instrumental,International,20069,9838,19509,21616,11662,21297,"[107, 18, 1235]","[18, 1235]","[602, 2, 79]"
52449,138019,45122,Instrumental,Instrumental,Pop,9838,20743,8762,11662,22217,9454,"[18, 1235]","[18, 1235]","[10, 76, 362]"
124877,118063,107425,Instrumental,Instrumental,Electronic,18867,18110,16727,20760,19461,18761,"[18, 1235]","[18, 1235]","[240, 297, 182, 15]"
122623,108475,86081,Instrumental,Instrumental,Experimental,18565,16870,14510,20519,18876,14783,[1235],"[18, 1235]","[456, 38]"
117612,139776,63251,Instrumental,Instrumental,Folk,18055,21032,11463,19461,22389,77,"[18, 1235]","[18, 1235]",[17]
117172,127496,127356,Instrumental,Instrumental,International,18003,19279,19254,19461,19461,21089,"[18, 1235]","[18, 1235]","[602, 2, 79]"
81999,125817,10376,Instrumental,Instrumental,Experimental,13960,19029,2545,7168,19461,2491,"[18, 1235]","[18, 1235]","[32, 224, 38]"
141296,131917,91162,Instrumental,Instrumental,Pop,21242,19869,15101,22551,21616,13391,"[107, 18, 1235]","[107, 18, 1235]","[362, 10]"
115774,52452,105672,Instrumental,Instrumental,Electronic,17802,9838,16505,19692,11663,17892,"[18, 1235]","[18, 1235]","[400, 182, 286, 15]"
116869,138022,12513,Instrumental,Instrumental,Folk,17974,20743,3009,19461,22217,77,"[18, 1235]","[18, 1235]",[17]
115471,143309,84417,Instrumental,Instrumental,Experimental,17763,21506,14260,19461,22795,10567,"[18, 1235]","[18, 1235]","[1, 186, 38]"
107531,134580,43696,Instrumental,Instrumental,International,16743,20201,8574,18775,20760,10183,"[107, 1235]","[107, 18, 1235]","[2, 118, 102, 130]"
126719,143305,777,Instrumental,Instrumental,Rock,19151,21506,216,19461,22795,149,"[18, 1235]","[18, 1235]",[12]
128816,134454,62449,Instrumental,Instrumental,Pop,19428,20189,11370,13830,21803,13262,"[18, 1235]","[107, 18, 1235]",[10]
127037,131922,113023,Instrumental,Instrumental,Pop,19203,19869,17420,21060,21616,5673,"[107, 1235]","[107, 18, 1235]","[10, 76]"
114373,124874,16880,Instrumental,Instrumental,Hip-Hop,17627,18867,3837,19495,20760,4646,"[107, 1235]","[18, 1235]",[21]
126188,122624,84788,Instrumental,Instrumental,Rock,19064,18566,14314,20971,20521,5265,"[18, 1235]","[18, 1235]","[25, 12, 71]"
125681,126216,4784,Instrumental,Instrumental,Rock,18999,19078,1671,19461,19461,823,"[18, 1235]","[18, 1235]",[12]
115176,90530,64093,Instrumental,Instrumental,Experimental,17745,15010,11566,19472,16986,7503,[1235],"[267, 107, 1235]",[38]
87097,114223,4232,Instrumental,Instrumental,International,14647,17601,760,16682,19472,1259,"[18, 1235]","[18, 1235]","[2, 92, 102]"
81523,119893,142132,Instrumental,Instrumental,Folk,13915,18298,21342,7168,19461,22602,"[18, 1235]","[18, 1235]","[17, 103]"
87104,111154,32525,Instrumental,Instrumental,Pop,14647,17186,6772,16682,16986,7991,"[18, 1235]","[267, 1235]","[10, 76]"
125681,14586,69789,Instrumental,Instrumental,Experimental,18999,3371,12400,19461,129,14307,"[18, 1235]","[18, 1235]","[41, 38]"
116491,133538,53300,Instrumental,Instrumental,International,17932,20069,9977,19461,21616,5798,"[18, 1235]","[107, 18, 1235]","[2, 79]"
14588,144600,113949,Instrumental,Instrumental,Folk,3371,21337,17551,129,21803,19451,"[18, 1235]","[107, 18, 1235]","[17, 103]"
125813,126887,108837,Instrumental,Instrumental,Hip-Hop,19028,19180,16893,19461,19461,3593,"[18, 1235]","[18, 1235]",[21]
127495,75442,105920,Instrumental,Instrumental,Folk,19279,13251,16539,19461,3951,18592,"[18, 1235]","[107, 18, 1235]","[17, 103]"
133977,82918,66648,Instrumental,Instrumental,Pop,20124,14061,11959,21858,13830,13890,"[18, 1235]","[18, 1235]",[10]
126182,150267,137722,Instrumental,Instrumental,Rock,19064,22402,20690,20971,23212,1860,"[18, 1235]","[107, 18, 1235]","[404, 12, 85]"
81485,63292,91869,Instrumental,Instrumental,Rock,13914,11468,15191,7168,13346,7211,"[18, 1235]","[18, 1235]","[25, 12, 109, 361]"
116733,114072,11503,Instrumental,Instrumental,Folk,17958,17589,2823,19461,19461,77,"[18, 1235]",[1235],[17]
111229,139534,97424,Instrumental,Instrumental,Electronic,17195,20988,15889,15547,22370,10484,"[107, 18, 1235]",[1235],"[240, 297, 15]"
20375,40657,55810,Instrumental,Instrumental,Electronic,4598,8055,10342,129,9568,12198,"[18, 1235]","[18, 1235]","[240, 297, 15]"
41573,149141,32325,Instrumental,Instrumental,Pop,8198,19180,6743,9787,19461,7949,"[107, 1235]","[18, 1235]",[10]
108024,150267,15094,Instrumental,Instrumental,Experimental,16811,22402,3502,2008,23212,4193,"[267, 107, 1235]","[107, 18, 1235]","[41, 38]"
75442,148124,153452,Instrumental,Instrumental,Pop,13251,22086,22717,3951,23539,24208,"[107, 18, 1235]","[18, 1235]","[10, 76]"
87097,81792,61452,Instrumental,Instrumental,Hip-Hop,14647,13939,11177,16682,7168,12085,"[18, 1235]","[18, 1235]",[21]
133544,144801,144179,Instrumental,Instrumental,Hip-Hop,20069,21337,21558,21616,21803,22809,"[107, 18, 1235]","[107, 18, 1235]","[539, 100, 21]"
75607,82916,69002,Instrumental,Instrumental,Experimental,13270,14061,14622,7125,13830,14186,"[107, 1235]","[18, 1235]","[38, 30]"
121661,133432,92129,Instrumental,Instrumental,Pop,18457,20056,15238,11939,21803,17123,"[107, 18, 1235]","[18, 1235]","[362, 10]"
108019,122632,84009,Instrumental,Instrumental,Folk,16811,18566,14180,2008,20521,16240,"[267, 107, 1235]","[18, 1235]",[17]
126182,97283,99096,Instrumental,Instrumental,Hip-Hop,19064,14876,16020,20971,13255,16031,"[18, 1235]",[1235],[21]
116490,126243,74381,Instrumental,Instrumental,Experimental,17932,19081,13141,19461,19472,14721,"[18, 1235]",[1235],"[16, 38, 763, 6]"
52449,120307,126666,Instrumental,Instrumental,Rock,9838,18328,19146,11662,20205,21027,"[18, 1235]",[1235],"[66, 12]"
20361,111229,19073,Instrumental,Instrumental,Pop,4598,17195,4333,129,15547,5131,"[18, 1235]","[107, 18, 1235]",[10]
133535,120306,69732,Instrumental,Instrumental,Electronic,20069,18328,12382,21616,20205,14297,"[107, 18, 1235]",[1235],"[236, 15]"
62007,133970,95914,Instrumental,Instrumental,Hip-Hop,11258,20124,2402,13198,21858,2283,"[18, 1235]","[18, 1235]",[21]
111793,90530,12045,Instrumental,Instrumental,Folk,17264,15010,2930,19188,16986,77,"[107, 1235]","[267, 107, 1235]",[17]
115775,122634,46058,Instrumental,Instrumental,Experimental,17802,18566,8878,19692,20521,10563,"[18, 1235]","[18, 1235]","[1, 38, 41]"
128816,62007,28481,Instrumental,Instrumental,Pop,19428,11258,6125,13830,13198,6880,"[18, 1235]","[18, 1235]","[10, 76, 362]"
122650,149143,121922,Instrumental,Instrumental,International,18567,19180,18489,20108,19461,20367,"[18, 1235]","[18, 1235]","[2, 79]"
133454,127520,149369,Instrumental,Instrumental,Hip-Hop,20057,19282,22272,21803,19472,22006,"[18, 1235]",[1235],"[539, 21]"
134796,124183,124519,Instrumental,Instrumental,Experimental,20232,18776,18820,18834,19692,19918,"[267, 1235]","[18, 1235]",[38]
137172,116526,59688,Instrumental,Instrumental,International,20595,17937,10957,17524,19472,12855,"[267, 1235]",[1235],"[232, 2, 118]"
127648,63290,108036,Instrumental,Instrumental,Rock,19290,11468,16755,19461,13346,18780,"[18, 1235]","[18, 1235]","[25, 66, 12, 109]"
127996,82932,43586,Instrumental,Instrumental,International,19334,14061,8553,20760,13830,10188,"[107, 18, 1235]","[18, 1235]","[130, 2, 524, 741]"
116175,127663,59719,Instrumental,Instrumental,International,17885,19290,10964,19472,19461,6344,[1235],"[18, 1235]",[2]
120326,14588,71617,Instrumental,Instrumental,Rock,18328,3371,12688,20205,129,3231,[1235],"[18, 1235]","[12, 31]"
111228,92947,43768,Instrumental,Instrumental,International,17195,15344,8584,15547,17278,411,"[107, 18, 1235]","[107, 18, 1235]","[2, 118]"
98237,114069,105672,Instrumental,Instrumental,Electronic,15898,17589,16505,17910,19461,17892,"[107, 1235]",[1235],"[400, 182, 286, 15]"
122627,103521,127869,Instrumental,Instrumental,International,18566,16291,19314,20521,18286,21105,"[18, 1235]","[18, 1235]","[2, 77]"
120313,132566,104357,Instrumental,Instrumental,Folk,18328,19963,16372,20205,21714,18408,[1235],"[18, 1235]",[17]
116491,130989,21997,Instrumental,Instrumental,Pop,17932,19727,4869,19461,19461,5828,"[18, 1235]","[18, 1235]","[10, 76]"
114374,120331,68851,Instrumental,Instrumental,Folk,17627,18328,12286,19495,20205,14166,"[107, 1235]",[1235],[17]
117610,133450,7391,Instrumental,Instrumental,Experimental,18055,20057,1685,19461,21803,10,"[18, 1235]","[18, 1235]","[38, 22]"
111153,122650,110777,Instrumental,Instrumental,Hip-Hop,17186,18567,17152,16986,20108,16031,"[267, 1235]","[18, 1235]",[21]
149139,143299,89704,Instrumental,Instrumental,Rock,19180,21506,14953,19461,22795,7486,"[18, 1235]","[18, 1235]","[25, 27, 12]"
148112,116759,72233,Instrumental,Instrumental,Electronic,22086,17962,12826,23539,18876,11111,"[18, 1235]","[18, 1235]","[240, 297, 286, 15]"
82931,150268,123936,Instrumental,Instrumental,Electronic,14061,22402,18748,13830,23212,20706,"[18, 1235]","[107, 18, 1235]","[183, 468, 15]"
45392,143300,120207,Instrumental,Instrumental,Pop,8832,21506,18324,10458,22795,1764,"[107, 1235]","[18, 1235]","[10, 76]"
126318,114371,4846,Instrumental,Instrumental,International,19089,17627,985,20987,19495,911,"[107, 1235]","[107, 1235]","[2, 102]"
97279,132310,34510,Instrumental,Instrumental,Experimental,14876,18525,7183,13255,20475,8471,[1235],[1235],"[1, 38]"
86481,129186,51275,Instrumental,Instrumental,Pop,14566,19487,9660,16611,19461,11486,"[267, 1235]","[18, 1235]",[10]
37119,111229,94635,Instrumental,Instrumental,Pop,7503,17195,15504,2008,15547,15460,"[107, 18, 1235]","[107, 18, 1235]","[10, 76]"
115772,132677,142569,Instrumental,Instrumental,International,17802,19976,21404,19692,19799,22684,"[18, 1235]","[18, 1235]","[2, 79]"
